Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2016-09-26,Pull Up,Back,1.0,8,,,,""
2016-09-26,Pull Up,Back,1.0,8,,,,""
2016-09-26,Pull Up,Back,1.0,7,,,,""
2016-09-26,Pull Up,Back,1.0,6,,,,""
2016-09-26,Dumbbell Row,Back,55.0,10,,,,""
2016-09-26,Dumbbell Row,Back,55.0,10,,,,""
2016-09-26,Dumbbell Row,Back,55.0,10,,,,""
2016-09-26,Standing Rear Delt Dumbbell Raise,Shoulders,15.0,10,,,,"Accidentally did the wrong exercise last time"
2016-09-26,Standing Rear Delt Dumbbell Raise,Shoulders,15.0,10,,,,""
2016-09-26,Standing Rear Delt Dumbbell Raise,Shoulders,15.0,10,,,,""
2016-09-30,Barbell Squat,Legs,135.0,5,,,,""
2016-09-30,Barbell Squat,Legs,155.0,5,,,,""
2016-09-30,Barbell Squat,Legs,185.0,3,,,,""
2016-09-30,Barbell Squat,Legs,225.0,2,,,,""
2016-09-30,Barbell Squat,Legs,275.0,1,,,,""
2016-09-30,Oblique Curl,Abs,70.0,12,,,,""
2016-09-30,Oblique Curl,Abs,70.0,12,,,,""
2016-09-30,Weighted Sit Up,Abs,25.0,10,,,,""
2016-09-30,Weighted Sit Up,Abs,35.0,10,,,,""
2016-09-30,Weighted Sit Up,Abs,35.0,10,,,,"I don't think I'll continue to do this exercise. It doesn't seem effective. Maybe consider using resistance bands."
2016-09-30,One-Legged Dumbbell Deadlift,Legs,20.0,10,,,,""
2016-09-30,One-Legged Dumbbell Deadlift,Legs,25.0,10,,,,""
2016-09-30,One-Legged Dumbbell Deadlift,Legs,25.0,10,,,,"This was ok. Once I got my balance, the weight I found to be too light."
2016-09-30,Barbell Squat,Legs,290.0,6,,,,""
2016-09-30,Barbell Squat,Legs,290.0,5,,,,""
2016-09-30,Barbell Squat,Legs,290.0,5,,,,""
2016-09-30,Barbell Squat,Legs,290.0,5,,,,""
2016-09-30,Barbell Squat,Legs,290.0,5,,,,""
2016-09-30,Oblique Curl,Abs,70.0,12,,,,""
2016-09-30,Oblique Curl,Abs,70.0,12,,,,""
2016-09-30,Oblique Curl,Abs,70.0,12,,,,""
2016-10-01,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-01,Dumbbell Hammer Curl,Biceps,50.0,4,,,,""
2016-10-01,Dumbbell Hammer Curl,Biceps,45.0,1,,,,""
2016-10-01,Dumbbell Hammer Curl,Biceps,45.0,5,,,,""
2016-10-01,Forearm Curl,Forearms,40.0,20,,,,""
2016-10-01,Forearm Curl,Forearms,40.0,20,,,,""
2016-10-01,Forearm Curl,Forearms,40.0,20,,,,""
2016-10-03,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-06,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-06,Barbell Squat,Legs,135.0,8,,,,""
2016-10-06,Barbell Squat,Legs,155.0,5,,,,""
2016-10-06,Barbell Squat,Legs,185.0,3,,,,""
2016-10-06,Barbell Squat,Legs,205.0,8,,,,"Elected to stop leg day since my leg was popping. Going to ice today and try again next week."
2016-10-06,Oblique Curl,Abs,75.0,12,,,,""
2016-10-06,Oblique Curl,Abs,75.0,12,,,,""
2016-10-06,Oblique Curl,Abs,75.0,12,,,,""
2016-10-06,Oblique Curl,Abs,75.0,12,,,,""
2016-10-06,Oblique Curl,Abs,75.0,12,,,,""
2016-10-08,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-17,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-17,Pull Up,Back,1.0,10,,,,""
2016-10-17,Pull Up,Back,1.0,6,,,,""
2016-10-17,Pull Up,Back,1.0,4,,,,""
2016-10-17,Standing Rear Delt Dumbbell Raise,Shoulders,20.0,10,,,,""
2016-10-17,Standing Rear Delt Dumbbell Raise,Shoulders,20.0,10,,,,""
2016-10-17,Standing Rear Delt Dumbbell Raise,Shoulders,20.0,10,,,,""
2016-10-21,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-21,Barbell Squat,Legs,185.0,5,,,,""
2016-10-21,Barbell Squat,Legs,205.0,5,,,,""
2016-10-21,Barbell Squat,Legs,225.0,2,,,,""
2016-10-21,Barbell Squat,Legs,245.0,5,,,,""
2016-10-21,Barbell Squat,Legs,245.0,5,,,,""
2016-10-21,Barbell Squat,Legs,245.0,5,,,,""
2016-10-21,Barbell Squat,Legs,245.0,5,,,,""
2016-10-21,Barbell Squat,Legs,245.0,5,,,,""
2016-10-22,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,185.0,5,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-10-22,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-10-22,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-22,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-22,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-22,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-22,Dumbbell Hammer Curl,Biceps,50.0,5,,,,""
2016-10-24,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-24,Pull Up,Back,1.0,15,,,,""
2016-10-24,Pull Up,Back,1.0,5,,,,""
2016-10-24,Pull Up,Back,1.0,5,,,,""
2016-10-24,Standing Rear Delt Dumbbell Raise,Shoulders,25.0,10,,,,""
2016-10-24,Standing Rear Delt Dumbbell Raise,Shoulders,25.0,10,,,,""
2016-10-24,Standing Rear Delt Dumbbell Raise,Shoulders,25.0,10,,,,""
2016-10-28,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-28,Barbell Squat,Legs,135.0,5,,,,""
2016-10-28,Barbell Squat,Legs,185.0,5,,,,""
2016-10-28,Barbell Squat,Legs,205.0,3,,,,""
2016-10-28,Barbell Squat,Legs,225.0,2,,,,""
2016-10-28,Barbell Squat,Legs,245.0,5,,,,""
2016-10-28,Barbell Squat,Legs,245.0,5,,,,""
2016-10-28,Barbell Squat,Legs,245.0,5,,,,""
2016-10-28,Oblique Curl,Abs,75.0,12,,,,""
2016-10-28,Oblique Curl,Abs,75.0,12,,,,""
2016-10-28,Oblique Curl,Abs,75.0,12,,,,""
2016-10-29,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-29,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-10-31,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-10-31,Pull Up,Back,1.0,16,,,,"The 15th and 16th were a little iffy, but it's clear there's been improvement, likely due to weight loss alone."
2016-10-31,Pull Up,Back,1.0,6,,,,""
2016-10-31,Pull Up,Back,1.0,5,,,,""
2016-10-31,Dumbbell Row,Back,50.0,10,,,,""
2016-10-31,Dumbbell Row,Back,55.0,10,,,,""
2016-10-31,Dumbbell Row,Back,55.0,10,,,,""
2016-10-31,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-11-04,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-05,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-05,Barbell Squat,Legs,135.0,5,,,,""
2016-11-05,Barbell Squat,Legs,185.0,5,,,,""
2016-11-05,Barbell Squat,Legs,205.0,3,,,,""
2016-11-05,Barbell Squat,Legs,225.0,5,,,,""
2016-11-11,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-11,Pull Up,Back,1.0,17,,,,""
2016-11-11,Pull Up,Back,1.0,6,,,,""
2016-11-11,Pull Up,Back,1.0,4,,,,""
2016-11-14,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-14,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-11-18,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-18,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-11-21,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-11-28,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-11-28,Pull Up,Back,1.0,14,,,,""
2016-11-28,Pull Up,Back,1.0,6,,,,""
2016-11-28,Pull Up,Back,1.0,4,,,,""
2016-11-28,Push Up,Chest,1.0,20,,,,""
2016-11-28,Push Up,Chest,1.0,15,,,,""
2016-11-28,Push Up,Chest,1.0,10,,,,""
2016-11-28,Lat Pulldown,Back,50.0,10,,,,""
2016-11-28,Lat Pulldown,Back,60.0,10,,,,""
2016-11-28,Lat Pulldown,Back,70.0,10,,,,""
2016-11-28,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-11-28,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-11-28,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-03,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-03,Standing Cable Row,Back,40.0,10,,,,""
2016-12-03,Standing Cable Row,Back,45.0,10,,,,""
2016-12-03,Standing Cable Row,Back,50.0,10,,,,""
2016-12-03,Seated Cable Row Squeeze,Back,50.0,10,,,,""
2016-12-03,Seated Cable Row Squeeze,Back,50.0,10,,,,""
2016-12-03,Seated Cable Row Squeeze,Back,50.0,10,,,,""
2016-12-03,Single Arm Cable Row,Back,30.0,10,,,,""
2016-12-03,Single Arm Cable Row,Back,30.0,10,,,,""
2016-12-03,Single Arm Cable Row,Back,30.0,10,,,,""
2016-12-06,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-06,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-06,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-06,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-12-08,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-08,Pull Up,Back,1.0,17,,,,""
2016-12-08,Pull Up,Back,1.0,4,,,,""
2016-12-08,Pull Up,Back,1.0,5,,,,""
2016-12-08,Push Up,Chest,1.0,20,,,,""
2016-12-08,Push Up,Chest,1.0,15,,,,""
2016-12-08,Push Up,Chest,1.0,15,,,,""
2016-12-08,Lat Pulldown,Back,70.0,10,,,,""
2016-12-08,Lat Pulldown,Back,80.0,10,,,,""
2016-12-08,Lat Pulldown,Back,80.0,10,,,,""
2016-12-08,Single Arm Cable Pulldown,Back,35.0,10,,,,"Definitely tired after all those pullups, which isn't necessarily a bad thing."
2016-12-08,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-08,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-08,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-12-11,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-11,Standing Cable Row,Back,50.0,10,,,,""
2016-12-11,Standing Cable Row,Back,50.0,10,,,,""
2016-12-11,Standing Cable Row,Back,50.0,10,,,,""
2016-12-11,Seated Cable Row Squeeze,Back,60.0,10,,,,""
2016-12-11,Seated Cable Row Squeeze,Back,60.0,10,,,,""
2016-12-11,Seated Cable Row Squeeze,Back,60.0,10,,,,""
2016-12-11,Single Arm Cable Row,Back,35.0,10,,,,""
2016-12-11,Single Arm Cable Row,Back,35.0,10,,,,""
2016-12-11,Single Arm Cable Row,Back,35.0,10,,,,""
2016-12-11,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-12-13,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-13,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,Straight Shoulder Retractiom On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,T Shoulder Retraction On Swiss Ball,Back,3.0,10,,,,""
2016-12-13,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-13,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-12-17,Undefined Ab Workout,Abs,1.0,1,,,,""
2016-12-17,Pull Up,Back,1.0,18,,,,""
2016-12-17,Pull Up,Back,1.0,6,,,,""
2016-12-17,Pull Up,Back,1.0,4,,,,""
2016-12-17,Push Up,Chest,1.0,20,,,,""
2016-12-17,Push Up,Chest,1.0,20,,,,""
2016-12-17,Push Up,Chest,1.0,15,,,,""
2016-12-17,Lat Pulldown,Back,80.0,10,,,,""
2016-12-17,Lat Pulldown,Back,80.0,10,,,,""
2016-12-17,Lat Pulldown,Back,80.0,10,,,,""
2016-12-17,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-17,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-17,Single Arm Cable Pulldown,Back,35.0,10,,,,""
2016-12-17,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2016-12-28,Straight Shoulder Retractiom On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,Straight Shoulder Retractiom On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,Straight Shoulder Retractiom On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,T Shoulder Retraction On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,T Shoulder Retraction On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,T Shoulder Retraction On Swiss Ball,Back,5.0,10,,,,""
2016-12-28,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2016-12-28,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2016-12-30,Standing Cable Row,Back,57.5,10,,,,""
2016-12-30,Standing Cable Row,Back,57.5,10,,,,""
2016-12-30,Standing Cable Row,Back,57.5,10,,,,""
2016-12-30,Seated Cable Row Squeeze,Back,67.5,10,,,,""
2016-12-30,Seated Cable Row Squeeze,Back,67.5,10,,,,""
2016-12-30,Seated Cable Row Squeeze,Back,67.5,10,,,,""
2016-12-30,Single Arm Cable Row,Back,37.5,10,,,,""
2016-12-30,Single Arm Cable Row,Back,37.5,10,,,,""
2016-12-30,Single Arm Cable Row,Back,37.5,10,,,,""
2016-12-30,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2017-01-02,Pull Up,Back,1.0,19,,,,""
2017-01-02,Pull Up,Back,1.0,3,,,,""
2017-01-02,Pull Up,Back,1.0,5,,,,""
2017-01-02,Push Up,Chest,1.0,20,,,,""
2017-01-02,Push Up,Chest,1.0,20,,,,""
2017-01-02,Push Up,Chest,1.0,20,,,,""
2017-01-02,Lat Pulldown,Back,85.0,10,,,,""
2017-01-02,Lat Pulldown,Back,85.0,10,,,,""
2017-01-02,Lat Pulldown,Back,85.0,10,,,,""
2017-01-02,Single Arm Cable Pulldown,Back,37.5,10,,,,""
2017-01-02,Single Arm Cable Pulldown,Back,37.5,10,,,,""
2017-01-02,Single Arm Cable Pulldown,Back,37.5,10,,,,""
2017-01-02,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2017-01-04,Straight Shoulder Retractiom On Swiss Ball,Back,6.0,10,,,,""
2017-01-04,Straight Shoulder Retractiom On Swiss Ball,Back,6.0,10,,,,""
2017-01-04,Straight Shoulder Retractiom On Swiss Ball,Back,6.0,10,,,,""
2017-01-04,T Shoulder Retraction On Swiss Ball,Back,6.0,10,,,,""
2017-01-04,T Shoulder Retraction On Swiss Ball,Back,6.0,10,,,,""
2017-01-04,T Shoulder Retraction On Swiss Ball,Back,5.0,10,,,,""
2017-01-04,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Touch Downs With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Shoulder Flaps With Resistance Band,Back,0.0,10,,,,""
2017-01-04,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2017-01-23,Flat Dumbbell Bench Press,Chest,50.0,8,,,,""
2017-01-23,Flat Dumbbell Bench Press,Chest,60.0,8,,,,""
2017-01-23,Flat Dumbbell Bench Press,Chest,65.0,8,,,,""
2017-01-23,Dumbbell Row,Back,60.0,8,,,,""
2017-01-23,Dumbbell Row,Back,60.0,8,,,,""
2017-01-23,Dumbbell Row,Back,60.0,8,,,,""
2017-01-23,Paramount Standing Machine Fly,Chest,40.0,8,,,,""
2017-01-23,Paramount Standing Machine Fly,Chest,50.0,8,,,,""
2017-01-23,Paramount Standing Machine Fly,Chest,50.0,8,,,,""
2017-01-23,Bent-over Two-Dumbbell Row with Palms in,Back,30.0,8,,,,""
2017-01-23,Bent-over Two-Dumbbell Row with Palms in,Back,35.0,8,,,,""
2017-01-23,Bent-over Two-Dumbbell Row with Palms in,Back,35.0,8,,,,""
2017-01-23,TRX Suspended Push Up,Chest,1.0,10,,,,""
2017-01-23,Bodyweight Mid Row,Back,1.0,20,,,,""
2017-01-25,Pull Up,Back,5.0,5,,,,""
2017-01-25,Pull Up,Back,10.0,5,,,,""
2017-01-25,Pull Up,Back,15.0,5,,,,""
2017-01-25,Pull Up,Back,15.0,5,,,,""
2017-01-25,Pull Up,Back,15.0,5,,,,""
2017-01-25,Lateral to Front Dumbbell Raise,Shoulders,12.5,8,,,,""
2017-01-25,Lateral to Front Dumbbell Raise,Shoulders,12.5,8,,,,""
2017-01-25,Lateral to Front Dumbbell Raise,Shoulders,12.5,8,,,,""
2017-01-25,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-01-25,Dumbbell Hammer Curl,Biceps,30.0,5,,,,""
2017-01-25,Dumbbell Hammer Curl,Biceps,30.0,5,,,,""
2017-01-25,Dumbbell Hammer Curl,Biceps,30.0,5,,,,""
2017-01-25,Dumbbell Hammer Curl,Biceps,30.0,5,,,,""
2017-01-25,Bent over Standing Dumbbell Fly,Shoulders,12.5,8,,,,""
2017-01-25,Bent over Standing Dumbbell Fly,Shoulders,15.0,8,,,,""
2017-01-25,Bent over Standing Dumbbell Fly,Shoulders,17.5,8,,,,""
2017-01-25,Reverse Cable Curl,Forearms,40.0,8,,,,""
2017-01-25,Reverse Cable Curl,Forearms,35.0,8,,,,""
2017-01-25,Reverse Cable Curl,Forearms,35.0,8,,,,""
2017-01-28,Dumbbell Lunge,Legs,50.0,8,,,,""
2017-01-28,Dumbbell Lunge,Legs,55.0,8,,,,""
2017-01-28,Dumbbell Lunge,Legs,60.0,8,,,,""
2017-01-28,Oblique Curl,Abs,75.0,8,,,,""
2017-01-28,Oblique Curl,Abs,75.0,12,,,,""
2017-01-28,Oblique Curl,Abs,75.0,12,,,,""
2017-01-28,One-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2017-01-28,One-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2017-01-28,One-Legged Dumbbell Deadlift,Legs,50.0,8,,,,""
2017-01-28,Pallof Press with Rotation,Abs,25.0,8,,,,""
2017-01-28,Pallof Press with Rotation,Abs,25.0,8,,,,""
2017-01-28,Pallof Press with Rotation,Abs,25.0,8,,,,""
2017-01-30,Flat Dumbbell Bench Press,Chest,50.0,8,,,,""
2017-01-30,Flat Dumbbell Bench Press,Chest,60.0,4,,,,""
2017-01-30,Flat Dumbbell Bench Press,Chest,65.0,8,,,,""
2017-01-30,Dumbbell Row,Back,65.0,8,,,,""
2017-01-30,Dumbbell Row,Back,65.0,8,,,,""
2017-01-30,Dumbbell Row,Back,65.0,8,,,,""
2017-01-30,Paramount Standing Machine Fly,Chest,50.0,8,,,,""
2017-01-30,Paramount Standing Machine Fly,Chest,60.0,8,,,,"Too heavy, agitated my shoulder. Wish there was a 55 lb setting"
2017-01-30,Bent-over Two-Dumbbell Row with Palms in,Back,40.0,8,,,,""
2017-01-30,Bent-over Two-Dumbbell Row with Palms in,Back,40.0,8,,,,""
2017-01-30,Bent-over Two-Dumbbell Row with Palms in,Back,40.0,8,,,,""
2017-01-30,Bodyweight Mid Row,Back,1.0,22,,,,""
2017-01-30,Flat Dumbbell Bench Press,Chest,65.0,8,,,,""
2017-01-30,Flat Dumbbell Bench Press,Chest,65.0,8,,,,""
2017-01-30,Paramount Standing Machine Fly,Chest,50.0,8,,,,""
2017-02-02,Pull Up,Back,15.0,5,,,,""
2017-02-02,Pull Up,Back,15.0,5,,,,""
2017-02-02,Pull Up,Back,15.0,5,,,,""
2017-02-02,Pull Up,Back,15.0,5,,,,""
2017-02-02,Pull Up,Back,15.0,5,,,,""
2017-02-02,Lateral to Front Dumbbell Raise,Shoulders,15.0,8,,,,""
2017-02-02,Lateral to Front Dumbbell Raise,Shoulders,15.0,8,,,,""
2017-02-02,Lateral to Front Dumbbell Raise,Shoulders,15.0,8,,,,""
2017-02-02,Dumbbell Hammer Curl,Biceps,30.0,5,,,,"These were all seated"
2017-02-02,Dumbbell Hammer Curl,Biceps,30.0,5,,,,""
2017-02-02,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-02,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-02,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-02,Bent over Standing Dumbbell Fly,Shoulders,17.5,8,,,,""
2017-02-02,Bent over Standing Dumbbell Fly,Shoulders,17.5,8,,,,""
2017-02-02,Bent over Standing Dumbbell Fly,Shoulders,17.5,8,,,,""
2017-02-04,Dumbbell Lunge,Legs,60.0,8,,,,""
2017-02-04,Dumbbell Lunge,Legs,60.0,8,,,,""
2017-02-04,Dumbbell Lunge,Legs,60.0,8,,,,""
2017-02-04,Oblique Curl,Abs,75.0,9,,,,""
2017-02-04,Oblique Curl,Abs,75.0,9,,,,""
2017-02-04,Oblique Curl,Abs,75.0,9,,,,""
2017-02-04,One-Legged Dumbbell Deadlift,Legs,55.0,8,,,,""
2017-02-04,One-Legged Dumbbell Deadlift,Legs,55.0,8,,,,""
2017-02-04,One-Legged Dumbbell Deadlift,Legs,55.0,8,,,,""
2017-02-04,Pallof Press with Rotation,Abs,30.0,8,,,,""
2017-02-04,Pallof Press with Rotation,Abs,30.0,8,,,,""
2017-02-04,Pallof Press with Rotation,Abs,30.0,8,,,,""
2017-02-06,Flat Dumbbell Bench Press,Chest,50.0,6,,,,""
2017-02-06,Flat Dumbbell Bench Press,Chest,65.0,4,,,,""
2017-02-06,Flat Dumbbell Bench Press,Chest,70.0,8,,,,""
2017-02-06,Dumbbell Row,Back,70.0,8,,,,""
2017-02-06,Dumbbell Row,Back,70.0,8,,,,""
2017-02-06,Dumbbell Row,Back,70.0,8,,,,""
2017-02-06,Paramount Standing Machine Fly,Chest,50.0,10,,,,""
2017-02-06,Paramount Standing Machine Fly,Chest,50.0,10,,,,""
2017-02-06,Paramount Standing Machine Fly,Chest,50.0,10,,,,""
2017-02-06,Bent-over Two-Dumbbell Row with Palms in,Back,45.0,8,,,,""
2017-02-06,Bent-over Two-Dumbbell Row with Palms in,Back,45.0,8,,,,""
2017-02-06,Bent-over Two-Dumbbell Row with Palms in,Back,45.0,8,,,,""
2017-02-06,Bodyweight Mid Row,Back,1.0,10,,,,""
2017-02-06,Flat Dumbbell Bench Press,Chest,70.0,8,,,,""
2017-02-06,Flat Dumbbell Bench Press,Chest,70.0,8,,,,""
2017-02-09,Pull Up,Back,20.0,5,,,,""
2017-02-09,Pull Up,Back,20.0,5,,,,""
2017-02-09,Pull Up,Back,20.0,5,,,,""
2017-02-09,Pull Up,Back,20.0,5,,,,""
2017-02-09,Pull Up,Back,20.0,5,,,,""
2017-02-09,Lateral to Front Dumbbell Raise,Shoulders,17.5,8,,,,""
2017-02-09,Lateral to Front Dumbbell Raise,Shoulders,17.5,8,,,,""
2017-02-09,Lateral to Front Dumbbell Raise,Shoulders,17.5,8,,,,""
2017-02-09,Lateral to Front Dumbbell Raise,Shoulders,17.5,8,,,,""
2017-02-09,Lateral to Front Dumbbell Raise,Shoulders,17.5,8,,,,""
2017-02-09,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-09,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-09,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-09,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-09,Dumbbell Hammer Curl,Biceps,35.0,5,,,,""
2017-02-09,Bent over Standing Dumbbell Fly,Shoulders,20.0,8,,,,""
2017-02-09,Bent over Standing Dumbbell Fly,Shoulders,20.0,8,,,,""
2017-02-09,Bent over Standing Dumbbell Fly,Shoulders,20.0,8,,,,""
2017-02-09,Lat Pulldown,Back,130.0,10,,,,"Underhand"
2017-02-09,Lat Pulldown,Back,130.0,10,,,,""
2017-02-09,Lat Pulldown,Back,130.0,10,,,,""
2017-02-09,Reverse Cable Curl,Forearms,40.0,8,,,,""
2017-02-09,Reverse Cable Curl,Forearms,40.0,8,,,,""
2017-02-09,Reverse Cable Curl,Forearms,40.0,8,,,,""
