Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2019-04-27,Bent Over Single Arm Cable Row with Twist,Back,30.0,12,,,,""
2019-04-27,Barbell Row,Back,95.0,10,,,,""
2019-04-27,Barbell Row,Back,95.0,10,,,,""
2019-04-27,Barbell Row,Back,95.0,10,,,,""
2019-04-27,Barbell Row,Back,95.0,10,,,,""
2019-04-27,Inverted Row,Back,1.0,10,,,,""
2019-04-27,Inverted Row,Back,1.0,10,,,,""
2019-04-27,Inverted Row,Back,1.0,10,,,,""
2019-04-27,Inverted Row,Back,1.0,10,,,,""
2019-04-27,Seated Back Extension,Back,10.0,15,,,,""
2019-04-27,Seated Back Extension,Back,10.0,15,,,,""
2019-04-27,Seated Back Extension,Back,10.0,15,,,,""
2019-04-27,Seated Back Extension,Back,10.0,15,,,,""
2019-04-27,Bent Over Rope Pulldown,Back,60.0,12,,,,""
2019-04-27,Bent Over Rope Pulldown,Back,60.0,12,,,,""
2019-04-27,Bent Over Rope Pulldown,Back,60.0,12,,,,""
2019-04-27,Bent Over Rope Pulldown,Back,60.0,12,,,,"Too light"
2019-04-27,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-02,Rowing Machine,Cardio,,,642.0,m,0:03:07,""
2019-05-02,Decline Oblique Chop,Abs,8.0,10,,,,""
2019-05-02,Decline Oblique Chop,Abs,8.0,10,,,,""
2019-05-02,Decline Oblique Chop,Abs,8.0,10,,,,""
2019-05-02,Ab-Wheel Rollout Side-Side-Front,Abs,0.0,20,,,,""
2019-05-02,Ab-Wheel Rollout Side-Side-Front,Abs,0.0,20,,,,""
2019-05-02,Ab-Wheel Rollout Side-Side-Front,Abs,0.0,20,,,,""
2019-05-02,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-02,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-02,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-02,Mounted Oblique Lean,Abs,8.0,10,,,,""
2019-05-02,Mounted Oblique Lean,Abs,8.0,10,,,,""
2019-05-02,Mounted Oblique Lean,Abs,8.0,10,,,,""
2019-05-02,Hanging Front Snap Kick Raise,Abs,1.0,10,,,,""
2019-05-02,Hanging Front Snap Kick Raise,Abs,1.0,10,,,,"Need to be sure to keep the rear delts tense. Tweaked my right rear delt a little bit while hanging."
2019-05-02,Hanging Front Snap Kick Raise,Abs,1.0,10,,,,""
2019-05-02,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-04,Rowing Machine,Cardio,,,678.0,m,0:03:07,""
2019-05-04,Decline Barbell Bench Press,Chest,135.0,10,,,,""
2019-05-04,Decline Barbell Bench Press,Chest,175.0,10,,,,""
2019-05-04,Decline Barbell Bench Press,Chest,175.0,10,,,,""
2019-05-04,Decline Barbell Bench Press,Chest,175.0,10,,,,""
2019-05-04,Decline Dumbbell Fly,Chest,30.0,10,,,,""
2019-05-04,Decline Dumbbell Fly,Chest,40.0,5,,,,"Failure, feel much weaker today. Too many days since last chest workout"
2019-05-04,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-04,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-04,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-04,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-04,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-04,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-04,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-04,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-04,Incline Barbell Bench Press,Chest,95.0,8,,,,""
2019-05-04,Incline Barbell Bench Press,Chest,95.0,10,,,,""
2019-05-04,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-04,Incline Pushup,Chest,1.0,4,,,,""
2019-05-04,Incline Pushup,Chest,1.0,2,,,,""
2019-05-04,Incline Pushup,Chest,0.0,10,,,,""
2019-05-04,Single Arm Hammer Strength Press,Chest,25.0,10,,,,""
2019-05-04,Single Arm Hammer Strength Press,Chest,25.0,10,,,,""
2019-05-04,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-04,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-04,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-04,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-04,Close Grip Dip,Triceps,0.0,10,,,,""
2019-05-04,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2019-05-06,Rowing Machine,Cardio,,,700.0,m,0:03:06,""
2019-05-06,Pull Up,Back,1.0,10,,,,""
2019-05-06,Pull Up,Back,1.0,10,,,,""
2019-05-06,Pull Up,Back,1.0,10,,,,""
2019-05-06,Pull Up,Back,1.0,10,,,,""
2019-05-06,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-06,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-06,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-06,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-06,Wide Lat Pulldown Supinated,Back,110.0,15,,,,"Great form here, feeling the burn in the upper back just like I'm supposed to"
2019-05-06,Wide Lat Pulldown Supinated,Back,110.0,15,,,,""
2019-05-06,Wide Lat Pulldown Supinated,Back,110.0,15,,,,""
2019-05-06,Wide Lat Pulldown Supinated,Back,110.0,15,,,,""
2019-05-06,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-06,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-06,Single Arm Cable Pulldown,Back,60.0,12,,,,"Struggled on the last 2 sets on the right arm. Much easier on the left arm."
2019-05-06,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-06,Bent Over EZ Bar Cable Row,Back,80.0,15,,,,""
2019-05-06,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,"Not sure about the form here"
2019-05-06,Bent Over EZ Bar Cable Row,Back,0.0,15,,,,""
2019-05-06,Bent Over EZ Bar Cable Row,Back,0.0,15,,,,""
2019-05-06,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,""
2019-05-06,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,""
2019-05-06,Bent Over Single Arm Cable Row with Twist,Back,0.0,12,,,,""
2019-05-06,Bent Over Single Arm Cable Row with Twist,Back,0.0,12,,,,""
2019-05-06,Barbell Row,Back,0.0,10,,,,""
2019-05-06,Barbell Row,Back,0.0,10,,,,""
2019-05-06,Barbell Row,Back,0.0,10,,,,""
2019-05-06,Barbell Row,Back,0.0,10,,,,""
2019-05-06,Inverted Row,Back,0.0,10,,,,""
2019-05-06,Inverted Row,Back,0.0,10,,,,""
2019-05-06,Inverted Row,Back,0.0,10,,,,""
2019-05-06,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-06,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-06,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-06,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-06,Seated Back Extension,Back,0.0,15,,,,""
2019-05-06,Seated Back Extension,Back,0.0,15,,,,""
2019-05-06,Seated Back Extension,Back,0.0,15,,,,""
2019-05-06,Seated Back Extension,Back,0.0,15,,,,""
2019-05-06,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-06,Inverted Row,Back,0.0,10,,,,""
2019-05-08,Rowing Machine,Cardio,,,620.0,m,0:03:07,""
2019-05-08,Decline Oblique Chop,Abs,12.0,10,,,,""
2019-05-08,Decline Oblique Chop,Abs,12.0,10,,,,""
2019-05-08,Decline Oblique Chop,Abs,12.0,10,,,,""
2019-05-08,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-08,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-08,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-08,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-08,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-08,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-08,Mounted Oblique Lean,Abs,0.0,20,,,,""
2019-05-08,Mounted Oblique Lean,Abs,0.0,20,,,,""
2019-05-08,Mounted Oblique Lean,Abs,0.0,20,,,,""
2019-05-08,Hanging Front Snap Kick Raise,Abs,0.0,20,,,,""
2019-05-08,Hanging Front Snap Kick Raise,Abs,0.0,20,,,,""
2019-05-08,Hanging Front Snap Kick Raise,Abs,0.0,20,,,,""
2019-05-08,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2019-05-11,Rowing Machine,Cardio,,,560.0,m,0:03:07,"Worst warmup performance in a little while, following a bad trend. Ate eggs for breakfast this morning instead of whole grain cereal. Maybe that has an effect on readiness"
2019-05-11,Decline Barbell Bench Press,Chest,135.0,10,,,,"Feeling lethargic today"
2019-05-11,Decline Barbell Bench Press,Chest,175.0,10,,,,"Need a better warmup here really got the bar off slowly"
2019-05-11,Decline Barbell Bench Press,Chest,175.0,10,,,,"Much better and more powerful set. A better warmup would improve performance here I think. That way, I can go through the phase of decreased performance during the sets where the effort doesn't matter as much."
2019-05-11,Decline Barbell Bench Press,Chest,175.0,10,,,,""
2019-05-11,Decline Dumbbell Fly,Chest,30.0,10,,,,""
2019-05-11,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-11,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-11,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-11,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-11,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-11,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-11,Lower Chest Bracket Pushup,Chest,1.0,10,,,,"Put a watch on my inner left chest, might have tweaked it on this set."
2019-05-11,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-11,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-11,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-11,Incline Pushup,Chest,0.0,10,,,,""
2019-05-11,Incline Pushup,Chest,0.0,10,,,,""
2019-05-11,Incline Pushup,Chest,0.0,10,,,,""
2019-05-11,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-11,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-11,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-11,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-11,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-11,Decline Cable Fly,Chest,0.0,10,,,,""
2019-05-11,Close Grip Dip,Triceps,1.0,5,,,,""
2019-05-11,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-11,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-11,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-11,Close Grip Dip,Triceps,1.0,6,,,,""
2019-05-11,Close Grip Dip,Triceps,1.0,5,,,,""
2019-05-14,Rowing Machine,Cardio,,,684.0,m,0:03:07,"Much better than last time. Be careful with right anterior delt, might have tweaked it. Be sure to ice later."
2019-05-14,Decline Oblique Chop,Abs,15.0,10,,,,""
2019-05-14,Decline Oblique Chop,Abs,15.0,10,,,,""
2019-05-14,Decline Oblique Chop,Abs,15.0,10,,,,""
2019-05-14,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-14,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-14,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-14,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-14,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-14,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-14,Mounted Oblique Lean,Abs,12.0,10,,,,""
2019-05-14,Mounted Oblique Lean,Abs,0.0,20,,,,""
2019-05-14,Mounted Oblique Lean,Abs,0.0,20,,,,""
2019-05-14,Hanging Knee Raise,Abs,10.0,10,,,,""
2019-05-14,Hanging Knee Raise,Abs,0.0,10,,,,""
2019-05-14,Hanging Knee Raise,Abs,0.0,10,,,,""
2019-05-14,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-18,Rowing Machine,Cardio,,,675.0,m,0:03:06,""
2019-05-18,Pull Up,Back,1.0,10,,,,""
2019-05-18,Pull Up,Back,1.0,10,,,,""
2019-05-18,Pull Up,Back,1.0,10,,,,""
2019-05-18,Pull Up,Back,1.0,10,,,,""
2019-05-18,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-18,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-18,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-18,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-18,Wide Lat Pulldown Supinated,Back,120.0,15,,,,""
2019-05-18,Wide Lat Pulldown Supinated,Back,120.0,15,,,,""
2019-05-18,Wide Lat Pulldown Supinated,Back,120.0,15,,,,"Technical failure starting from rep 7. Started relying on my bodyweight and biceps instead of upper back. Lower weight on the next set."
2019-05-18,Wide Lat Pulldown Supinated,Back,120.0,15,,,,"Really tough last 5 reps"
2019-05-18,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-18,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-18,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-18,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-18,Bent Over EZ Bar Cable Row,Back,80.0,15,,,,"Great form, really felt the upper back"
2019-05-18,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,"Better from than last workout with this weight, but still hit technical failure on the last rep"
2019-05-18,Bent Over EZ Bar Cable Row,Back,80.0,15,,,,""
2019-05-18,Bent Over EZ Bar Cable Row,Back,80.0,15,,,,""
2019-05-18,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,"A tough set"
2019-05-18,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,"Very tough set"
2019-05-18,Bent Over Single Arm Cable Row with Twist,Back,30.0,12,,,,""
2019-05-18,Bent Over Single Arm Cable Row with Twist,Back,30.0,12,,,,""
2019-05-18,Barbell Row,Back,95.0,10,,,,""
2019-05-18,Barbell Row,Back,95.0,10,,,,""
2019-05-18,Barbell Row,Back,95.0,10,,,,""
2019-05-18,Barbell Row,Back,95.0,10,,,,""
2019-05-18,Inverted Row,Back,1.0,10,,,,""
2019-05-18,Inverted Row,Back,1.0,10,,,,""
2019-05-18,Inverted Row,Back,1.0,10,,,,""
2019-05-18,Inverted Row,Back,1.0,10,,,,""
2019-05-18,Bent Over Rope Pulldown,Back,60.0,12,,,,""
2019-05-18,Bent Over Rope Pulldown,Back,70.0,12,,,,""
2019-05-18,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-18,Bent Over Rope Pulldown,Back,0.0,12,,,,""
2019-05-18,Seated Back Extension,Back,12.0,15,,,,""
2019-05-18,Seated Back Extension,Back,12.0,15,,,,""
2019-05-18,Seated Back Extension,Back,0.0,15,,,,""
2019-05-18,Seated Back Extension,Back,0.0,15,,,,""
2019-05-18,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2019-05-22,Rowing Machine,Cardio,,,725.0,m,0:03:06,""
2019-05-22,Decline Barbell Bench Press,Chest,135.0,10,,,,""
2019-05-22,Decline Barbell Bench Press,Chest,155.0,5,,,,""
2019-05-22,Decline Barbell Bench Press,Chest,175.0,2,,,,""
2019-05-22,Decline Barbell Bench Press,Chest,180.0,10,,,,""
2019-05-22,Decline Barbell Bench Press,Chest,180.0,10,,,,""
2019-05-22,Decline Barbell Bench Press,Chest,180.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,30.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,30.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-22,Decline Dumbbell Fly,Chest,35.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,10,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,4,,,,""
2019-05-22,Lower Chest Bracket Pushup,Chest,1.0,6,,,,""
2019-05-22,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-22,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-22,Incline Barbell Bench Press,Chest,0.0,10,,,,""
2019-05-22,Incline Pushup,Chest,0.0,10,,,,""
2019-05-22,Incline Pushup,Chest,0.0,10,,,,""
2019-05-22,Incline Pushup,Chest,0.0,10,,,,""
2019-05-22,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-22,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-22,Single Arm Hammer Strength Press,Chest,0.0,10,,,,""
2019-05-22,Close Grip Dip,Triceps,1.0,7,,,,""
2019-05-22,Close Grip Dip,Triceps,1.0,6,,,,""
2019-05-22,Close Grip Dip,Triceps,1.0,6,,,,""
2019-05-22,Decline Cable Fly,Chest,90.0,8,,,,""
2019-05-22,Decline Cable Fly,Chest,90.0,8,,,,""
2019-05-22,Decline Cable Fly,Chest,90.0,8,,,,""
2019-05-22,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2019-05-23,Stationary Bike,Cardio,,,3.57,mi,0:10:08,""
2019-05-23,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-23,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-23,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-23,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-23,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-23,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-23,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-23,Dead Bug,Abs,0.0,30,,,,""
2019-05-23,Dead Bug,Abs,0.0,30,,,,""
2019-05-23,Dead Bug,Abs,0.0,30,,,,""
2019-05-23,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-23,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-23,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-23,Side Stepping with Resistance at Ankle,Legs,4.0,10,,,,"Not sure how to rank the bands"
2019-05-23,Side Stepping with Resistance at Ankle,Legs,0.0,10,,,,""
2019-05-23,Side Stepping with Resistance at Ankle,Legs,0.0,10,,,,""
2019-05-23,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-23,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-23,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-23,Ankle Dorsiflexion with Resistance,Legs,0.0,30,,,,""
2019-05-23,Ankle Dorsiflexion with Resistance,Legs,0.0,30,,,,""
2019-05-23,Ankle Dorsiflexion with Resistance,Legs,0.0,30,,,,""
2019-05-23,Ankle Inversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Ankle Inversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Ankle Inversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Long Sitting Ankle Eversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Long Sitting Ankle Eversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Long Sitting Ankle Eversion with Resistance,Legs,0.0,10,,,,""
2019-05-23,Goblet Squat,Legs,0.0,10,,,,""
2019-05-23,Goblet Squat,Legs,0.0,10,,,,""
2019-05-23,Goblet Squat,Legs,0.0,10,,,,""
2019-05-23,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-23,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-23,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-23,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-23,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-23,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-23,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-23,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-23,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-24,Stationary Bike,Cardio,,,3.4,mi,0:10:07,"Resistance 9"
2019-05-24,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-24,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-24,Supine Hamstring Stretch with Strap,Legs,,,,,0:00:30,""
2019-05-24,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-24,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-24,Gastroc Stretch with Foot at Wall,Legs,,,,,0:00:30,""
2019-05-24,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Bent Knee Eccentric Heel Lowering on Step,Legs,1.0,10,,,,""
2019-05-24,Dead Bug,Abs,1.0,30,,,,""
2019-05-24,Dead Bug,Abs,1.0,30,,,,""
2019-05-24,Dead Bug,Abs,1.0,30,,,,""
2019-05-24,Side Stepping with Resistance at Ankle,Legs,4.0,10,,,,""
2019-05-24,Ankle Dorsiflexion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Ankle Dorsiflexion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Ankle Dorsiflexion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Ankle Inversion with Resistance,Legs,4.0,30,,,,"Accidentally overdid it on reps. Revise for later. Definitely for the better since this takes for ever."
2019-05-24,Long Sitting Ankle Eversion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-24,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-24,Romanian Deadlift,Legs,0.0,10,,,,""
2019-05-24,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-24,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-24,Single Leg Bridge,Legs,0.0,10,,,,""
2019-05-24,Goblet Squat,Legs,0.0,10,,,,""
2019-05-24,Goblet Squat,Legs,0.0,10,,,,""
2019-05-24,Goblet Squat,Legs,0.0,10,,,,""
2019-05-24,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-24,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-24,Barbell Front Squat,Legs,0.0,10,,,,""
2019-05-24,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-24,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-24,Trail Leg Lunge,Legs,0.0,10,,,,""
2019-05-24,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-24,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-24,Curtsy Lunge,Legs,0.0,10,,,,""
2019-05-24,Side Stepping with Resistance at Ankle,Legs,4.0,10,,,,""
2019-05-24,Side Stepping with Resistance at Ankle,Legs,4.0,10,,,,""
2019-05-24,Ankle Inversion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Long Sitting Ankle Eversion with Resistance,Legs,4.0,30,,,,""
2019-05-24,Long Sitting Ankle Eversion with Resistance,Legs,4.0,10,,,,""
2019-05-24,Ankle Inversion with Resistance,Legs,4.0,10,,,,""
2019-05-25,Rowing Machine,Cardio,,,699.0,m,0:03:08,""
2019-05-25,Decline Oblique Chop,Abs,20.0,10,,,,""
2019-05-25,Decline Oblique Chop,Abs,20.0,10,,,,""
2019-05-25,Decline Oblique Chop,Abs,20.0,10,,,,""
2019-05-25,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-25,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-25,Ab-Wheel Rollout Side-Side-Front,Abs,1.0,10,,,,""
2019-05-25,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-25,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-25,Med Ball Spread Eagle,Abs,1.0,10,,,,""
2019-05-25,Mounted Oblique Lean,Abs,12.0,10,,,,""
2019-05-25,Mounted Oblique Lean,Abs,15.0,10,,,,""
2019-05-25,Mounted Oblique Lean,Abs,15.0,10,,,,""
2019-05-25,Hanging Front Snap Kick Raise,Abs,1.0,10,,,,""
2019-05-25,Hanging Front Snap Kick Raise,Abs,1.0,10,,,,""
2019-05-25,Hanging Front Snap Kick Raise,Abs,0.0,20,,,,""
2019-05-25,Cooldown And Stretch,Cooldown,0.0,1,,,,""
2019-05-27,Rowing Machine,Cardio,,,737.0,m,0:03:06,""
2019-05-27,Pull Up,Back,1.0,10,,,,""
2019-05-27,Pull Up,Back,1.0,10,,,,""
2019-05-27,Pull Up,Back,1.0,10,,,,""
2019-05-27,Pull Up,Back,1.0,10,,,,""
2019-05-27,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-27,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-27,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-27,Reverse Cable Fly,Back,10.0,15,,,,""
2019-05-27,Wide Lat Pulldown Supinated,Back,120.0,15,,,,"Tired on the first set. Stayed tight on rest for the warmup so could indicate moving along too quickly"
2019-05-27,Wide Lat Pulldown Supinated,Back,120.0,15,,,,""
2019-05-27,Wide Lat Pulldown Supinated,Back,120.0,15,,,,""
2019-05-27,Wide Lat Pulldown Supinated,Back,120.0,15,,,,""
2019-05-27,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-27,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-27,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-27,Single Arm Cable Pulldown,Back,50.0,12,,,,""
2019-05-27,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,"Much stronger on this weight than previous weeks"
2019-05-27,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,""
2019-05-27,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,""
2019-05-27,Bent Over EZ Bar Cable Row,Back,90.0,15,,,,"Very tough last rep. Definitely a 9-10 RPE"
2019-05-27,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,""
2019-05-27,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,""
2019-05-27,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,"Very tough set on the right arm"
2019-05-27,Bent Over Single Arm Cable Row with Twist,Back,40.0,12,,,,""
2019-05-27,Barbell Row,Back,0.0,10,,,,""
2019-05-27,Barbell Row,Back,0.0,10,,,,""
