id,date,routine,category,exercise,sets,reps,volume,one_rep_max
152,2016-07-27,,Shoulders,Overhead Press,8,48,4960.0,152
153,2016-07-28,,Forearms,Forearm Curls,5,100,2500.0,41
154,2016-08-02,,Legs,Barbell Squat,9,44,9810.0,312
154,2016-08-02,,Back,Deadlift,5,25,6625.0,309
154,2016-08-02,,Legs,Dumbbell Calf Raise,5,100,19500.0,325
154,2016-08-02,,Legs,Hip Abduction,4,40,5500.0,193
154,2016-08-02,,Legs,Hip Adduction,4,40,5500.0,193
154,2016-08-02,,Legs,Seated Leg Curl Machine,3,24,3320.0,177
155,2016-08-03,,Back,Dumbbell Hammer Curl,3,30,1050.0,53
155,2016-08-03,,Forearms,Forearm Curls,5,100,3000.0,50
155,2016-08-03,,Forearms,Forearm Roll-ups,3,15,150.0,11
155,2016-08-03,,Back,Pull Up,5,25,25.0,1
155,2016-08-03,,Back,Seated Cable Row,5,50,6400.0,180
156,2016-08-06,,Chest,Flat Barbell Bench Press,8,40,7375.0,233
157,2016-08-08,,Back,Barbell Shrug,4,48,7440.0,217
157,2016-08-08,,Shoulders,Hammer Strength Shoulder Press,4,48,6240.0,182
157,2016-08-08,,Shoulders,Overhead Press,7,47,5075.0,152
158,2016-08-09,,Legs,Barbell Squat,9,44,9940.0,318
158,2016-08-09,,Legs,Dumbbell Calf Raise,5,100,20000.0,333
158,2016-08-09,,Legs,Hip Abduction,4,40,5650.0,200
158,2016-08-09,,Legs,Hip Adduction,4,40,5650.0,200
159,2016-08-10,,Back,Dumbbell Hammer Curl,3,30,1150.0,53
159,2016-08-10,,Forearms,Forearm Curls,5,100,3500.0,58
159,2016-08-10,,Forearms,Forearm Roll-ups,3,15,150.0,11
159,2016-08-10,,Back,Pull Up,5,25,150.0,11
159,2016-08-10,,Shoulders,Rear Delt Machine Fly,3,36,3960.0,154
160,2016-08-12,,Chest,Decline Cable Fly,4,48,2520.0,77
160,2016-08-12,,Chest,Decline Dumbbell Benchpress,4,48,2880.0,84
160,2016-08-12,,Chest,Flat Barbell Bench Press,8,43,7905.0,239
160,2016-08-12,,Abs,Oblique Curls,4,48,2160.0,63
160,2016-08-12,,Chest,Seated Machine Fly,4,48,7200.0,210
161,2016-08-15,,Legs,Barbell Squat,8,42,9730.0,318
161,2016-08-15,,Legs,Dumbbell Calf Raise,5,100,20500.0,341
161,2016-08-15,,Legs,Hip Abduction,4,40,5800.0,206
161,2016-08-15,,Legs,Hip Adduction,4,40,5800.0,206
162,2016-08-16,,Back,Barbell Shrug,4,48,7680.0,224
162,2016-08-16,,Shoulders,Overhead Press,6,40,4530.0,158
163,2016-08-17,,Back,Dumbbell Hammer Curl,3,30,1150.0,53
163,2016-08-17,,Forearms,Forearm Roll-ups,3,15,187.5,14
163,2016-08-17,,Back,Pull Up,5,25,187.5,8
163,2016-08-17,,Shoulders,Rear Delt Machine Fly,3,36,4140.0,161
164,2016-08-22,,Chest,Decline Cable Fly,4,48,3120.0,91
164,2016-08-22,,Chest,Flat Barbell Bench Press,8,34,6575.0,245
164,2016-08-22,,Abs,Oblique Curls,4,48,2400.0,70
164,2016-08-22,,Chest,Seated Machine Fly,4,48,7440.0,217
165,2016-08-24,,Legs,Barbell Squat,8,42,9860.0,324
165,2016-08-24,,Legs,Dumbbell Calf Raise,5,100,21000.0,350
165,2016-08-24,,Legs,Hamstring Bend And Curl,5,50,1100.0,53
165,2016-08-24,,Legs,Hip Abduction,4,40,5950.0,213
165,2016-08-24,,Legs,Hip Adduction,4,40,5950.0,213
165,2016-08-24,,Legs,Seated Leg Curl Machine,3,26,3640.0,186
166,2016-08-25,,Back,Barbell Shrug,4,48,7920.0,231
166,2016-08-25,,Shoulders,Hammer Strength Shoulder Press,6,48,6420.0,189
166,2016-08-25,,Shoulders,Overhead Press,7,46,5170.0,164
167,2016-08-27,,Back,Dumbbell Hammer Curl,3,30,1200.0,53
167,2016-08-27,,Chest,Flat Barbell Bench Press,9,38,7380.0,250
168,2016-08-30,,Shoulders,Overhead Press,7,39,4295.0,164
168,2016-08-30,,Back,Pull Up,5,34,34.0,1
169,2016-09-01,,Legs,Barbell Calf Raise,5,100,21500.0,358
169,2016-09-01,,Legs,Barbell Squat,9,46,10650.0,330
170,2016-09-02,,Back,Dumbbell Hammer Curl,5,50,1700.0,53
170,2016-09-02,,Chest,Flat Barbell Bench Press,8,41,7785.0,250
170,2016-09-02,,Chest,Flat Dumbbell Fly,4,40,1450.0,53
170,2016-09-02,,Back,Seated Incline Dumbbell Curl,4,40,850.0,33
171,2016-09-05,,Shoulders,Overhead Press,6,46,5250.0,164
171,2016-09-05,,Back,Pull Up,5,34,34.0,1
172,2016-09-07,,Legs,Barbell Calf Raise,5,100,22500.0,375
172,2016-09-07,,Legs,Barbell Squat,10,47,11055.0,336
172,2016-09-07,,Abs,Hanging Leg Raise,4,40,40.0,1
172,2016-09-07,,Abs,Oblique Curls,4,48,2640.0,77
173,2016-09-10,,Back,Dumbbell Hammer Curl,5,50,1900.0,53
173,2016-09-10,,Chest,Flat Barbell Bench Press,12,43,8060.0,256
173,2016-09-10,,Chest,Flat Dumbbell Fly,4,40,1500.0,53
173,2016-09-10,,Back,Seated Incline Dumbbell Curl,4,40,850.0,33
174,2016-09-12,,Back,Dumbbell Row,3,30,1350.0,60
174,2016-09-12,,Shoulders,Overhead Press,7,41,4725.0,171
174,2016-09-12,,Back,Pull Up,5,40,40.0,1
174,2016-09-12,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,300.0,13
175,2016-09-15,,Legs,Barbell Calf Raise,5,100,23000.0,383
175,2016-09-15,,Legs,Barbell Squat,9,41,10230.0,336
175,2016-09-15,,Abs,Hanging Leg Raise,4,48,48.0,1
175,2016-09-15,,Abs,Oblique Curls,4,48,2880.0,84
176,2016-09-19,,Back,Dumbbell Row,3,30,1500.0,66
176,2016-09-19,,Shoulders,Overhead Press,7,41,4805.0,171
176,2016-09-19,,Back,Pull Up,5,37,37.0,1
176,2016-09-19,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,450.0,20
177,2016-09-20,,Legs,Barbell Calf Raise,5,100,23500.0,391
177,2016-09-20,,Legs,Barbell Squat,9,41,10335.0,342
177,2016-09-20,,Abs,Hanging Leg Raise,4,51,51.0,1
177,2016-09-20,,Abs,Oblique Curls,4,48,3120.0,91
178,2016-09-26,,Back,Dumbbell Row,3,30,1650.0,73
178,2016-09-26,,Shoulders,Overhead Press,7,41,4885.0,171
178,2016-09-26,,Back,Pull Up,5,42,42.0,1
178,2016-09-26,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,450.0,20
179,2016-09-30,,Legs,Barbell Squat,10,42,10270.0,348
179,2016-09-30,,Abs,Oblique Curls,5,60,4200.0,98
179,2016-09-30,,Legs,One-Legged Dumbbell Deadlift,3,30,700.0,33
179,2016-09-30,,Abs,Weighted Sit-ups,3,30,950.0,46
180,2016-10-01,,Back,Dumbbell Hammer Curl,4,15,720.0,58
180,2016-10-01,,Forearms,Forearm Curls,3,60,2400.0,66
181,2016-10-03,,Abs,Undefined Ab Workout,1,1,1.0,1
182,2016-10-06,,Legs,Barbell Squat,4,24,4050.0,259
182,2016-10-06,,Abs,Oblique Curls,5,60,4500.0,105
182,2016-10-06,,Abs,Undefined Ab Workout,1,1,1.0,1
183,2016-10-08,,Abs,Undefined Ab Workout,1,1,1.0,1
184,2016-10-17,,Back,Pull Up,3,20,20.0,1
184,2016-10-17,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,600.0,26
184,2016-10-17,,Abs,Undefined Ab Workout,1,1,1.0,1
185,2016-10-21,,Legs,Barbell Squat,8,37,8525.0,285
185,2016-10-21,,Abs,Undefined Ab Workout,1,1,1.0,1
186,2016-10-22,,Back,Dumbbell Hammer Curl,5,25,1250.0,58
186,2016-10-22,,Chest,Flat Barbell Bench Press,7,38,6280.0,215
186,2016-10-22,,Abs,Undefined Ab Workout,1,1,1.0,1
187,2016-10-24,,Back,Pull Up,3,25,25.0,1
187,2016-10-24,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,750.0,33
187,2016-10-24,,Abs,Undefined Ab Workout,1,1,1.0,1
188,2016-10-28,,Legs,Barbell Squat,7,30,6340.0,285
188,2016-10-28,,Abs,Oblique Curls,3,36,2700.0,105
188,2016-10-28,,Abs,Undefined Ab Workout,1,1,1.0,1
189,2016-10-29,,Cooldown,Cooldown And Stretch,1,1,1.0,1
189,2016-10-29,,Abs,Undefined Ab Workout,1,1,1.0,1
190,2016-10-31,,Cooldown,Cooldown And Stretch,1,1,1.0,1
190,2016-10-31,,Back,Dumbbell Row,3,30,1600.0,73
190,2016-10-31,,Back,Pull Up,3,27,27.0,1
190,2016-10-31,,Abs,Undefined Ab Workout,1,1,1.0,1
191,2016-11-04,,Abs,Undefined Ab Workout,1,1,1.0,1
192,2016-11-05,,Legs,Barbell Squat,4,18,3340.0,262
192,2016-11-05,,Abs,Undefined Ab Workout,1,1,1.0,1
193,2016-11-11,,Back,Pull Up,3,27,27.0,1
193,2016-11-11,,Abs,Undefined Ab Workout,1,1,1.0,1
194,2016-11-14,,Cooldown,Cooldown And Stretch,1,1,1.0,1
194,2016-11-14,,Abs,Undefined Ab Workout,1,1,1.0,1
195,2016-11-18,,Cooldown,Cooldown And Stretch,1,1,1.0,1
195,2016-11-18,,Abs,Undefined Ab Workout,1,1,1.0,1
196,2016-11-21,,Cooldown,Cooldown And Stretch,1,1,1.0,1
197,2016-11-28,,Back,Lat Pulldown,3,30,1800.0,93
197,2016-11-28,,Back,Pull Up,3,24,24.0,1
197,2016-11-28,,Chest,Push Up,3,45,45.0,1
197,2016-11-28,,Back,Single Arm Lat Cable Pulldown,3,30,1050.0,46
197,2016-11-28,,Abs,Undefined Ab Workout,1,1,1.0,1
198,2016-12-03,,Back,Seated Cable Row Squeezes,3,30,1500.0,66
198,2016-12-03,,Back,Single Arm Cable Row,3,30,900.0,40
198,2016-12-03,,Back,Standing Cable Row,3,30,1350.0,66
198,2016-12-03,,Abs,Undefined Ab Workout,1,1,1.0,1
199,2016-12-06,,Cooldown,Cooldown And Stretch,1,1,1.0,1
199,2016-12-06,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,90.0,4
199,2016-12-06,,Back,T Shoulder Retraction On Swiss Ball,3,30,90.0,4
199,2016-12-06,,Abs,Undefined Ab Workout,1,1,1.0,1
200,2016-12-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1
200,2016-12-08,,Back,Lat Pulldown,3,30,2300.0,106
200,2016-12-08,,Back,Pull Up,3,26,26.0,1
200,2016-12-08,,Chest,Push Up,3,50,50.0,1
200,2016-12-08,,Back,Single Arm Lat Cable Pulldown,3,30,1050.0,46
200,2016-12-08,,Abs,Undefined Ab Workout,1,1,1.0,1
201,2016-12-11,,Cooldown,Cooldown And Stretch,1,1,1.0,1
201,2016-12-11,,Back,Seated Cable Row Squeezes,3,30,1800.0,80
201,2016-12-11,,Back,Single Arm Cable Row,3,30,1050.0,46
201,2016-12-11,,Back,Standing Cable Row,3,30,1500.0,66
201,2016-12-11,,Abs,Undefined Ab Workout,1,1,1.0,1
202,2016-12-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1
202,2016-12-13,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,90.0,4
202,2016-12-13,,Back,T Shoulder Retraction On Swiss Ball,3,30,90.0,4
202,2016-12-13,,Abs,Undefined Ab Workout,1,1,1.0,1
203,2016-12-17,,Back,Lat Pulldown,3,30,2400.0,106
203,2016-12-17,,Back,Pull Up,3,28,28.0,1
203,2016-12-17,,Chest,Push Up,3,55,55.0,1
203,2016-12-17,,Back,Single Arm Lat Cable Pulldown,3,30,1050.0,46
203,2016-12-17,,Abs,Undefined Ab Workout,1,1,1.0,1
204,2016-12-28,,Cooldown,Cooldown And Stretch,1,1,1.0,1
204,2016-12-28,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,150.0,6
204,2016-12-28,,Back,T Shoulder Retraction On Swiss Ball,3,30,150.0,6
205,2016-12-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1
205,2016-12-30,,Back,Seated Cable Row Squeezes,3,30,2025.0,90
205,2016-12-30,,Back,Single Arm Cable Row,3,30,1125.0,50
205,2016-12-30,,Back,Standing Cable Row,3,30,1725.0,76
206,2017-01-02,,Cooldown,Cooldown And Stretch,1,1,1.0,1
206,2017-01-02,,Back,Lat Pulldown,3,30,2550.0,113
206,2017-01-02,,Back,Pull Up,3,27,27.0,1
206,2017-01-02,,Chest,Push Up,3,60,60.0,1
206,2017-01-02,,Back,Single Arm Lat Cable Pulldown,3,30,1125.0,50
207,2017-01-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1
207,2017-01-04,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,180.0,8
207,2017-01-04,,Back,T Shoulder Retraction On Swiss Ball,3,30,170.0,8
208,2017-01-23,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,800.0,44
208,2017-01-23,,Back,Bodyweight Mid Row,1,20,20.0,1
208,2017-01-23,,Back,Dumbbell Row,3,24,1440.0,76
208,2017-01-23,,Chest,Flat Dumbbell Bench Press,3,24,1400.0,82
208,2017-01-23,,Chest,Paramount Standing Machine Fly,3,24,1120.0,63
208,2017-01-23,,Chest,TRX Suspended Push-ups,1,10,10.0,1
209,2017-01-25,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,360.0,22
209,2017-01-25,,Back,Dumbbell Hammer Curl,5,25,775.0,40
209,2017-01-25,,Shoulders,Lateral to Front Dumbbell Raise,3,24,300.0,15
209,2017-01-25,,Back,Pull Up,5,25,300.0,17
209,2017-01-25,,Forearms,Reverse Cable Curl,3,24,880.0,50
210,2017-01-28,,Legs,Dumbbell Lunges,3,24,1320.0,76
210,2017-01-28,,Abs,Oblique Curls,3,32,2400.0,105
210,2017-01-28,,Legs,One-Legged Dumbbell Deadlift,3,24,1200.0,63
210,2017-01-28,,Abs,Pallof Press with Rotation,3,24,600.0,31
211,2017-01-30,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,960.0,50
211,2017-01-30,,Back,Bodyweight Mid Row,1,22,22.0,1
211,2017-01-30,,Back,Dumbbell Row,3,24,1560.0,82
211,2017-01-30,,Chest,Flat Dumbbell Bench Press,5,36,2200.0,82
211,2017-01-30,,Chest,Paramount Standing Machine Fly,3,24,1280.0,76
212,2017-02-02,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,420.0,22
212,2017-02-02,,Back,Dumbbell Hammer Curl,5,25,825.0,40
212,2017-02-02,,Shoulders,Lateral to Front Dumbbell Raise,3,24,360.0,19
212,2017-02-02,,Back,Pull Up,5,25,375.0,17
213,2017-02-04,,Legs,Dumbbell Lunges,3,24,1440.0,76
213,2017-02-04,,Abs,Oblique Curls,3,27,2025.0,97
213,2017-02-04,,Legs,One-Legged Dumbbell Deadlift,3,24,1320.0,69
213,2017-02-04,,Abs,Pallof Press with Rotation,3,24,720.0,38
214,2017-02-06,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,1080.0,57
214,2017-02-06,,Back,Bodyweight Mid Row,1,10,10.0,1
214,2017-02-06,,Back,Dumbbell Row,3,24,1680.0,88
214,2017-02-06,,Chest,Flat Dumbbell Bench Press,5,34,2240.0,88
214,2017-02-06,,Chest,Paramount Standing Machine Fly,3,30,1500.0,66
215,2017-02-09,,Shoulders,Bent over Standing Dumbbell Flyes,5,40,800.0,25
215,2017-02-09,,Back,Dumbbell Hammer Curl,5,25,875.0,40
215,2017-02-09,,Back,Lat Pulldown,3,30,3900.0,173
215,2017-02-09,,Shoulders,Lateral to Front Dumbbell Raise,5,40,700.0,22
215,2017-02-09,,Back,Pull Up,5,25,500.0,23
215,2017-02-09,,Forearms,Reverse Cable Curl,3,24,960.0,50
216,2017-02-11,,Legs,Dumbbell Lunges,3,24,1560.0,82
216,2017-02-11,,Abs,Oblique Curls,3,30,2250.0,100
216,2017-02-11,,Legs,One-Legged Dumbbell Deadlift,3,24,1440.0,76
216,2017-02-11,,Abs,Pallof Press with Rotation,3,24,840.0,44
217,2017-02-14,,Back,Bent-over Two-Dumbbell Row with Palms in,3,36,900.0,35
217,2017-02-14,,Back,Dumbbell Row,3,36,1620.0,63
217,2017-02-14,,Chest,Flat Dumbbell Bench Press,3,36,1620.0,63
217,2017-02-14,,Chest,Paramount Standing Machine Fly,3,36,1080.0,42
218,2017-02-20,,Shoulders,Bent over Standing Dumbbell Flyes,5,60,900.0,21
218,2017-02-20,,Back,Dumbbell Hammer Curl,5,40,800.0,25
218,2017-02-20,,Back,Lat Pulldown,3,36,2880.0,112
218,2017-02-20,,Shoulders,Lateral to Front Dumbbell Raise,5,60,600.0,14
218,2017-02-20,,Back,Pull Up,5,40,264.0,19
218,2017-02-20,,Forearms,Reverse Cable Curl,3,36,900.0,35
219,2017-02-25,,Legs,Dumbbell Lunges,3,24,1560.0,82
219,2017-02-25,,Abs,Oblique Curls,3,32,2400.0,105
219,2017-02-25,,Legs,One-Legged Dumbbell Deadlift,1,8,480.0,76
220,2017-03-01,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,1200.0,63
220,2017-03-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1
220,2017-03-01,,Back,Dumbbell Row,3,24,1800.0,95
220,2017-03-01,,Chest,Flat Dumbbell Bench Press,4,29,2125.0,95
220,2017-03-01,,Chest,Paramount Standing Machine Fly,3,30,1400.0,66
221,2017-03-07,,Shoulders,Bent over Standing Dumbbell Flyes,5,40,800.0,25
221,2017-03-07,,Cooldown,Cooldown And Stretch,1,1,1.0,1
221,2017-03-07,,Back,Dumbbell Hammer Curl,5,25,875.0,40
221,2017-03-07,,Back,Lat Pulldown,3,30,3900.0,173
221,2017-03-07,,Shoulders,Lateral to Front Dumbbell Raise,5,40,700.0,22
221,2017-03-07,,Back,Pull Up,5,25,500.0,23
221,2017-03-07,,Forearms,Reverse Cable Curl,3,24,960.0,50
222,2017-03-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1
222,2017-03-13,,Legs,Dumbbell Lunges,4,32,1920.0,82
222,2017-03-13,,Abs,Oblique Curls,3,36,2700.0,105
222,2017-03-13,,Legs,One-Legged Dumbbell Deadlift,3,24,1320.0,82
222,2017-03-13,,Abs,Pallof Press with Rotation,3,24,880.0,50
223,2017-03-15,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,1080.0,57
223,2017-03-15,,Back,Bodyweight Mid Row,1,25,25.0,1
223,2017-03-15,,Cooldown,Cooldown And Stretch,1,1,1.0,1
223,2017-03-15,,Back,Dumbbell Row,3,24,1800.0,95
223,2017-03-15,,Chest,Flat Dumbbell Bench Press,3,24,1720.0,95
224,2017-03-17,,Shoulders,Bent over Standing Dumbbell Flyes,5,40,1000.0,31
224,2017-03-17,,Cooldown,Cooldown And Stretch,1,1,1.0,1
224,2017-03-17,,Back,Dumbbell Hammer Curl,5,25,1000.0,46
224,2017-03-17,,Back,Lat Pulldown,3,24,3360.0,177
224,2017-03-17,,Shoulders,Lateral to Front Dumbbell Raise,6,48,900.0,25
224,2017-03-17,,Back,Pull Up,6,35,510.0,23
224,2017-03-17,,Forearms,Reverse Cable Curl,3,24,680.0,38
225,2017-03-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1
225,2017-03-20,,Legs,Dumbbell Lunges,5,36,2280.0,88
225,2017-03-20,,Abs,Oblique Curls,3,24,1800.0,95
226,2017-03-22,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,1200.0,63
226,2017-03-22,,Cooldown,Cooldown And Stretch,1,1,1.0,1
226,2017-03-22,,Back,Dumbbell Row,5,40,2920.0,95
226,2017-03-22,,Chest,Flat Dumbbell Bench Press,5,40,2920.0,95
226,2017-03-22,,Chest,Paramount Standing Machine Fly,3,24,960.0,50
227,2017-03-24,,Shoulders,Bent over Standing Dumbbell Flyes,5,40,1000.0,31
227,2017-03-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1
227,2017-03-24,,Back,Dumbbell Hammer Curl,5,25,1025.0,52
227,2017-03-24,,Back,Lat Pulldown,3,24,3600.0,190
227,2017-03-24,,Shoulders,Lateral to Front Dumbbell Raise,6,58,1370.0,33
227,2017-03-24,,Back,Pull Up,6,35,635.0,29
227,2017-03-24,,Forearms,Reverse Cable Curl,3,24,720.0,38
228,2017-04-03,,Abs,Barbell Press Sit-up,3,24,920.0,57
228,2017-04-03,,Legs,Barbell Squat,7,35,7225.0,262
228,2017-04-03,,Legs,Dumbbell Calf Raise,3,60,13500.0,375
228,2017-04-03,,Abs,Standing Cable Wood Chop,5,40,1400.0,44
229,2017-04-07,,Chest,Flat Barbell Bench Press,7,38,6480.0,215
229,2017-04-07,,Back,Standing Cable Row,5,40,2640.0,95
230,2017-04-09,,Back,Chin Up,5,25,25.0,1
230,2017-04-09,,Back,Decline Dumbbell Curls,6,25,1040.0,52
230,2017-04-09,,Shoulders,Incline Reverse Dumbbell Flyes,5,40,1000.0,31
230,2017-04-09,,Shoulders,Lateral Cable Raise,5,40,400.0,12
231,2017-04-14,,Chest,Flat Barbell Bench Press,7,38,6605.0,221
231,2017-04-14,,Chest,Low Cable Cross-over,3,24,960.0,50
231,2017-04-14,,Back,Standing Cable Row,5,37,2960.0,101
232,2017-04-19,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,600.0,31
232,2017-04-19,,Back,Chin Up,6,30,680.0,35
232,2017-04-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1
232,2017-04-19,,Back,Decline Dumbbell Curls,3,15,525.0,40
232,2017-04-19,,Shoulders,Lateral to Front Dumbbell Raise,5,50,1000.0,26
233,2017-04-22,,Chest,Flat Barbell Bench Press,7,30,5630.0,227
234,2017-04-29,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,680.0,38
234,2017-04-29,,Back,Chin Up,7,35,980.0,40
234,2017-04-29,,Cooldown,Cooldown And Stretch,1,1,1.0,1
234,2017-04-29,,Back,Lat Pulldown Pronated,3,24,3360.0,177
234,2017-04-29,,Shoulders,Lateral to Front Dumbbell Raise,6,50,1200.0,31
235,2017-05-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1
235,2017-05-01,,Chest,Flat Barbell Bench Press,8,42,7595.0,233
235,2017-05-01,,Chest,Low Cable Cross-over,5,40,2000.0,63
235,2017-05-01,,Back,Seated Cable Row,5,40,5600.0,177
235,2017-05-01,,Back,Seated Cable Row Squeezes,5,40,4400.0,139
236,2017-05-07,,Cooldown,Cooldown And Stretch,1,1,1.0,1
236,2017-05-07,,Abs,Undefined Ab Workout,1,1,1.0,1
237,2017-05-09,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,720.0,38
237,2017-05-09,,Back,Chin Up,7,35,1105.0,46
237,2017-05-09,,Cooldown,Cooldown And Stretch,1,1,1.0,1
237,2017-05-09,,Back,Lat Pulldown Pronated,4,23,3430.0,190
237,2017-05-09,,Shoulders,Lateral to Front Dumbbell Raise,6,60,1200.0,26
238,2017-05-13,,Chest,Flat Barbell Bench Press,7,37,6695.0,239
238,2017-05-13,,Chest,Low Cable Cross-over,5,50,2500.0,66
238,2017-05-13,,Back,Pull Up,1,20,20.0,1
238,2017-05-13,,Back,Seated Cable Row,6,48,6880.0,190
238,2017-05-13,,Back,Seated Cable Row Squeezes,5,42,5040.0,160
239,2017-05-18,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,720.0,38
239,2017-05-18,,Back,Chin Up,8,35,1230.0,52
239,2017-05-18,,Back,Lat Pulldown Pronated,3,24,3600.0,190
239,2017-05-18,,Shoulders,Lateral to Front Dumbbell Raise,6,70,1400.0,28
240,2017-05-20,,Chest,Flat Barbell Bench Press,7,36,6490.0,239
240,2017-05-20,,Back,Seated Cable Row,5,40,6000.0,202
241,2017-05-31,,Cooldown,Cooldown And Stretch,1,1,1.0,1
241,2017-05-31,,Chest,Flat Barbell Bench Press,8,41,7410.0,233
241,2017-05-31,,Chest,Low Cable Cross-over,5,46,2530.0,73
241,2017-05-31,,Back,T-Bar Row,5,40,2800.0,88
242,2017-06-02,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,840.0,44
242,2017-06-02,,Back,Chin Up,7,35,1230.0,52
242,2017-06-02,,Cooldown,Cooldown And Stretch,1,1,1.0,1
242,2017-06-02,,Back,Lat Pulldown Pronated,3,24,3840.0,202
242,2017-06-02,,Shoulders,Lateral to Front Dumbbell Raise,6,70,1400.0,28
243,2017-06-06,,Cooldown,Cooldown And Stretch,1,1,1.0,1
243,2017-06-06,,Abs,Undefined Ab Workout,1,1,1.0,1
244,2017-06-15,,Legs,Seated Calf Raise Machine,5,100,9000.0,150
245,2017-06-16,,Cooldown,Cooldown And Stretch,2,2,1.0,1
246,2017-06-17,,Cooldown,Cooldown And Stretch,1,1,1.0,1
246,2017-06-17,,Chest,Flat Barbell Bench Press,9,35,6345.0,240
246,2017-06-17,,Chest,Low Cable Cross-over,5,46,2530.0,73
246,2017-06-17,,Back,T-Bar Row,4,32,2960.0,126
247,2017-06-19,,Shoulders,Bent over Standing Dumbbell Flyes,3,24,960.0,50
247,2017-06-19,,Back,Chin Up,7,35,1280.0,58
247,2017-06-19,,Back,Lat Pulldown Pronated,3,24,3900.0,205
247,2017-06-19,,Shoulders,Lateral to Front Dumbbell Raise,6,60,1450.0,33
248,2017-06-28,,Chest,Flat Barbell Bench Press,7,36,6560.0,245
248,2017-06-28,,Back,T-Bar Row,4,32,2880.0,114
249,2017-06-30,,Back,Chin Up,7,35,1380.0,58
249,2017-06-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1
249,2017-06-30,,Back,Lat Pulldown Pronated,3,24,4164.0,219
249,2017-06-30,,Shoulders,Lateral to Front Dumbbell Raise,6,72,1620.0,35
249,2017-06-30,,Abs,Undefined Ab Workout,1,1,1.0,1
250,2017-07-07,,Chest,Flat Barbell Bench Press,8,40,7430.0,245
250,2017-07-07,,Back,T-Bar Row,5,40,3800.0,120
251,2017-07-10,,Back,Chin Up,7,35,1380.0,58
251,2017-07-10,,Shoulders,Lateral to Front Dumbbell Raise,6,72,1740.0,35
251,2017-07-10,,Abs,Undefined Ab Workout,1,1,1.0,1
252,2017-07-17,,Chest,Flat Barbell Bench Press,8,40,7520.0,250
252,2017-07-17,,Back,T-Bar Row,5,40,4000.0,126
253,2017-07-24,,Back,Chin Up,8,37,1575.0,64
253,2017-07-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1
253,2017-07-24,,Back,Lat Pulldown Pronated,3,24,4320.0,228
253,2017-07-24,,Shoulders,Lateral to Front Dumbbell Raise,6,72,1740.0,35
254,2017-07-26,,Shoulders,Rear Delt Machine Fly,5,60,7140.0,168
254,2017-07-26,,Chest,Seated Machine Fly,5,60,9480.0,224
255,2017-08-01,,Forearms,Forearm Roll-ups,3,15,150.0,11
255,2017-08-01,,Shoulders,Lateral to Front Dumbbell Raise,6,72,1560.0,35
255,2017-08-01,,Back,Pull Up,7,35,1255.0,52
256,2017-08-04,,Chest,Flat Barbell Bench Press,9,40,7665.0,245
256,2017-08-04,,Back,T-Bar Row,5,40,4200.0,133
257,2017-08-07,,Forearms,Forearm Roll-ups,3,15,162.5,14
257,2017-08-07,,Shoulders,Lateral to Front Dumbbell Raise,7,84,1920.0,35
257,2017-08-07,,Back,Pull Up,7,34,1355.0,58
258,2017-08-09,,Chest,Flat Barbell Bench Press,10,37,7220.0,250
258,2017-08-09,,Back,T-Bar Row,5,40,4400.0,139
259,2017-08-14,,Shoulders,Lateral to Front Dumbbell Raise,7,84,1920.0,35
259,2017-08-14,,Back,Pull Up,8,36,1580.0,64
260,2017-08-17,,Chest,Flat Barbell Bench Press,5,20,3490.0,250
