date,routine,category,exercise,sets,reps,avg_intensity,volume,relative_volume
2018-11-24,,Abs,Med Ball Spread Eagle,3,45,0.5,45.0,21.0
2018-11-24,,Abs,Mounted Oblique Lean,3,45,0.5,45.0,21.0
2018-11-26,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1880.0,1410.0
2018-11-26,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.705,5650.0,4030.0
2018-11-26,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,35,0.75,1050.0,787.0
2018-11-26,,Chest,Lower Chest Bracket Pushup,4,34,1.0,34.0,34.0
2018-11-30,,Back,Dumbbell Row,2,10,0.81,800.0,648.0
2018-11-30,,Back,Pull Up,6,34,0.65,6426.0,4174.0
2018-12-01,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,48,0.5,48.0,24.0
2018-12-01,,Abs,Decline Oblique Chop,3,48,0.5,48.0,24.0
2018-12-01,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,48,0.5,48.0,24.0
2018-12-01,,Abs,Med Ball Spread Eagle,3,48,0.5,48.0,24.0
2018-12-01,,Abs,Mounted Oblique Lean,3,48,0.5,48.0,24.0
2018-12-03,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1890.0,1417.0
2018-12-03,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.7025,5800.0,4130.0
2018-12-03,Princess Diana Gains Guide,Chest,Decline Cable Fly,1,10,0.75,1250.0,937.0
2018-12-03,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.75,1200.0,900.0
2018-12-03,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,24,0.75,2400.0,1800.0
2018-12-03,Princess Diana Gains Guide,Chest,Incline Pushup,3,7,1.0,7.0,7.0
2018-12-03,,Chest,Lower Chest Bracket Pushup,5,36,1.0,36.0,36.0
2018-12-03,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,9,0.8099999999999999,310.0,258.0
2018-12-05,,Biceps,Dumbbell Hammer Curl,2,8,0.85,280.0,237.0
2018-12-05,,Back,Dumbbell Row,4,24,0.81,1920.0,1552.0
2018-12-05,,Back,Pull Up,6,30,0.66,5700.0,3761.0
2018-12-08,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,51,0.5,51.0,24.0
2018-12-08,,Abs,Decline Oblique Chop,3,51,0.5,51.0,24.0
2018-12-08,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,51,0.5,51.0,24.0
2018-12-08,,Abs,Med Ball Spread Eagle,3,51,0.5,51.0,24.0
2018-12-08,,Abs,Mounted Oblique Lean,3,51,0.5,51.0,24.0
2018-12-10,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1890.0,1417.0
2018-12-10,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,1,10,0.75,1600.0,1200.0
2018-12-10,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,22,0.75,2750.0,2061.0
2018-12-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,1,10,0.75,300.0,225.0
2018-12-10,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,4,40,0.7325,4100.0,3007.0
2018-12-10,Princess Diana Gains Guide,Chest,Incline Pushup,3,30,1.0,30.0,30.0
2018-12-10,,Chest,Lower Chest Bracket Pushup,1,5,1.0,5.0,5.0
2018-12-10,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,30,0.7399999999999999,1050.0,777.0
2018-12-14,,Biceps,Dumbbell Hammer Curl,3,12,0.85,420.0,356.0
2018-12-14,,Back,Dumbbell Row,4,22,0.83,1760.0,1460.0
2018-12-14,,Back,Pull Up,6,31,0.66,5890.0,3886.0
2018-12-15,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,18,0.5,18.0,9.0
2018-12-15,,Abs,Decline Oblique Chop,1,18,0.5,18.0,9.0
2018-12-15,,Abs,Med Ball Spread Eagle,1,18,0.5,18.0,9.0
2018-12-26,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,8,0.77,1560.0,1201.0
2018-12-26,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-12-26,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,5,40,0.704,6100.0,4309.0
2018-12-26,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,12,0.3,600.0,180.0
2018-12-26,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,5,40,0.75,1200.0,900.0
2018-12-26,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,12,0.82,1380.0,1129.0
2018-12-26,Princess Diana Gains Guide,Chest,Incline Pushup,3,11,1.0,11.0,11.0
2018-12-26,,Chest,Lower Chest Bracket Pushup,4,36,1.0,36.0,36.0
2018-12-26,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,10,0.5666666666666667,265.0,149.0
2018-12-29,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,56,0.5,56.0,28.0
2018-12-29,,Abs,Decline Oblique Chop,3,36,0.5,36.0,18.0
2018-12-29,,Abs,Med Ball Spread Eagle,2,36,0.5,36.0,18.0
2019-01-02,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1950.0,1462.0
2019-01-02,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-01-02,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.69,6250.0,4411.0
2019-01-02,Princess Diana Gains Guide,Chest,Decline Cable Fly,8,31,0.3225,1630.0,516.0
2019-01-02,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,5,40,0.7,1300.0,901.0
2019-01-02,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,4,30,0.75,3450.0,2585.0
2019-01-02,Princess Diana Gains Guide,Chest,Incline Pushup,3,19,1.0,19.0,19.0
2019-01-02,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2019-01-02,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,13,0.64,390.0,248.0
2019-01-04,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,54,0.5,54.0,27.0
2019-01-04,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-01-04,,Abs,Decline Oblique Chop,3,54,0.5,54.0,27.0
2019-01-04,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,54,0.5,54.0,27.0
2019-01-04,,Abs,Med Ball Spread Eagle,3,54,0.5,54.0,27.0
2019-01-04,,Abs,Mounted Oblique Lean,3,54,0.5,54.0,27.0
2019-01-08,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1940.0,1455.0
2019-01-08,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,6,40,0.7166666666666667,6300.0,4482.0
2019-01-08,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,19,0.75,2375.0,1780.0
2019-01-08,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.74,1400.0,1036.0
2019-01-08,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,15,0.83,2025.0,1680.0
2019-01-08,Princess Diana Gains Guide,Chest,Incline Pushup,3,12,1.0,12.0,12.0
2019-01-08,,Chest,Lower Chest Bracket Pushup,5,40,1.0,40.0,40.0
2019-01-08,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,14,0.7399999999999999,490.0,361.0
2019-01-15,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,19,0.5,19.0,9.0
2019-01-15,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,57,0.5,57.0,27.0
2019-01-15,,Abs,Mounted Oblique Lean,3,57,0.5,57.0,27.0
2019-01-19,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,5,0.74,960.0,710.0
2019-01-19,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-01-19,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.685,6400.0,4499.0
2019-01-19,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,31,0.5519999999999999,2680.0,1434.0
2019-01-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.74,1400.0,1036.0
2019-01-19,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,14,0.83,1890.0,1568.0
2019-01-19,Princess Diana Gains Guide,Chest,Incline Pushup,3,15,1.0,15.0,15.0
2019-01-19,,Chest,Lower Chest Bracket Pushup,6,40,1.0,40.0,40.0
2019-01-19,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,14,0.81,490.0,396.0
2019-01-21,Princess Diana Gains Guide,Back,Barbell Row,4,40,0.6975,2600.0,1845.0
2019-01-21,,Back,Bent Over EZ Bar Cable Row,4,60,0.6174999999999999,2775.0,1727.0
2019-01-21,,Back,Bent Over Rope Pulldown,4,48,0.71,2880.0,2044.0
2019-01-21,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.6525,1320.0,880.0
2019-01-21,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-01-21,,Back,Inverted Row,4,40,1.0,40.0,40.0
2019-01-21,Princess Diana Gains Guide,Back,Pull Up,4,27,0.75,5319.0,3987.0
2019-01-21,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.67,600.0,400.0
2019-01-21,Princess Diana Gains Guide,Back,Seated Back Extension,4,60,0.5,60.0,28.0
2019-01-21,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,1920.0,1360.0
2019-01-21,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.61,4950.0,3028.0
2019-01-28,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,57,0.5,57.0,27.0
2019-01-28,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-01-28,,Abs,Decline Oblique Chop,3,57,0.5,57.0,27.0
2019-01-28,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,57,0.5,57.0,27.0
2019-01-28,,Abs,Med Ball Spread Eagle,3,57,0.5,57.0,27.0
2019-01-28,,Abs,Mounted Oblique Lean,3,57,0.5,57.0,27.0
2019-02-01,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,6,0.75,1170.0,877.0
2019-02-01,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-01,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.685,6400.0,4499.0
2019-02-01,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,30,0.5399999999999999,2660.0,1451.0
2019-02-01,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.74,1400.0,1036.0
2019-02-01,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,19,0.75,2305.0,1732.0
2019-02-01,Princess Diana Gains Guide,Chest,Incline Pushup,3,14,1.0,14.0,14.0
2019-02-01,,Chest,Lower Chest Bracket Pushup,5,40,1.0,40.0,40.0
2019-02-01,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,19,0.7399999999999999,665.0,491.0
2019-02-02,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,0.5,30.0,15.0
2019-02-02,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-02,,Abs,Decline Oblique Chop,3,30,0.5,30.0,15.0
2019-02-02,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,30,0.5,30.0,15.0
2019-02-02,,Abs,Med Ball Spread Eagle,3,30,0.5,30.0,15.0
2019-02-02,,Abs,Mounted Oblique Lean,3,30,0.5,30.0,15.0
2019-02-04,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-04,Princess Diana Gains Guide,Back,Pull Up,4,29,0.73,5568.0,4062.0
2019-02-04,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-02-04,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-02-04,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.575,4650.0,2793.0
2019-02-08,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,20,0.5,20.0,10.0
2019-02-08,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-08,,Abs,Decline Oblique Chop,1,20,0.5,20.0,10.0
2019-02-08,,Abs,Med Ball Spread Eagle,3,60,0.5,60.0,30.0
2019-02-09,Princess Diana Gains Guide,Back,Barbell Row,4,40,0.75,2800.0,2100.0
2019-02-09,,Back,Bent Over EZ Bar Cable Row,4,60,0.5875,3150.0,1863.0
2019-02-09,,Back,Bent Over Rope Pulldown,4,48,0.6849999999999999,3240.0,2227.0
2019-02-09,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.71,1920.0,1360.0
2019-02-09,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-09,,Back,Inverted Row,4,38,1.0,38.0,38.0
2019-02-09,Princess Diana Gains Guide,Back,Pull Up,4,35,0.73,6720.0,4903.0
2019-02-09,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-02-09,Princess Diana Gains Guide,Back,Seated Back Extension,4,60,0.5,60.0,28.0
2019-02-09,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-02-09,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.65,5250.0,3420.0
2019-02-11,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1940.0,1455.0
2019-02-11,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-11,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.7075,6600.0,4719.0
2019-02-11,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,30,0.6279999999999999,2600.0,1654.0
2019-02-11,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7150000000000001,1350.0,969.0
2019-02-11,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2019-02-14,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,30,0.5,30.0,15.0
2019-02-14,,Abs,Decline Oblique Chop,2,40,0.5,40.0,20.0
2019-02-14,,Abs,Med Ball Spread Eagle,1,20,0.5,20.0,10.0
2019-02-18,,Warmup,Active Stretching,1,1,1.0,1.0,1.0
2019-02-18,Princess Diana Gains Guide,Back,Barbell Row,4,42,0.71,3570.0,2533.0
2019-02-18,,Back,Bent Over EZ Bar Cable Row,4,60,0.67,3600.0,2412.0
2019-02-18,,Back,Bent Over Rope Pulldown,4,48,0.71,3840.0,2724.0
2019-02-18,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.71,1920.0,1360.0
2019-02-18,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-18,,Back,Inverted Row,4,40,1.0,40.0,40.0
2019-02-18,Princess Diana Gains Guide,Back,Pull Up,4,40,0.75,7880.0,5908.0
2019-02-18,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-02-18,Princess Diana Gains Guide,Back,Seated Back Extension,4,60,0.62,300.0,184.0
2019-02-18,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-02-18,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.67,6000.0,4020.0
2019-02-21,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,40,0.5,40.0,20.0
2019-02-21,,Warmup,Active Stretching,1,1,1.0,1.0,1.0
2019-02-21,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-21,,Abs,Decline Oblique Chop,2,40,0.5,40.0,20.0
2019-02-21,,Abs,Med Ball Spread Eagle,1,20,0.5,20.0,10.0
2019-02-23,,Warmup,Active Stretching,1,1,1.0,1.0,1.0
2019-02-23,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1960.0,1470.0
2019-02-23,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-02-23,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.7075,6600.0,4719.0
2019-02-23,Princess Diana Gains Guide,Chest,Decline Cable Fly,4,30,0.6425,2600.0,1654.0
2019-02-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7150000000000001,1350.0,969.0
2019-02-23,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2019-03-04,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,60,0.5,60.0,30.0
2019-03-04,,Abs,Mounted Oblique Lean,3,60,0.5,60.0,30.0
2019-03-06,,Warmup,Active Stretching,1,1,1.0,1.0,1.0
2019-03-06,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1960.0,1470.0
2019-03-06,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.6925,6650.0,4660.0
2019-03-06,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7150000000000001,1350.0,969.0
2019-03-06,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2019-03-11,,Back,Bent Over EZ Bar Cable Row,4,60,0.67,4200.0,2812.0
2019-03-11,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.71,1920.0,1360.0
2019-03-11,Princess Diana Gains Guide,Back,Pull Up,4,40,0.75,8040.0,6028.0
2019-03-11,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-03-11,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-03-11,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.655,6450.0,4230.0
2019-03-13,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,40,0.5,40.0,20.0
2019-03-13,,Abs,Decline Oblique Chop,3,60,0.5,60.0,30.0
2019-03-13,,Abs,Med Ball Spread Eagle,2,40,0.5,40.0,20.0
2019-03-20,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1980.0,1485.0
2019-03-20,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-03-20,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.6975,6700.0,4733.0
2019-03-20,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,30,0.642,2660.0,1726.0
2019-03-20,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.64,1200.0,768.0
2019-03-20,,Chest,Lower Chest Bracket Pushup,6,40,1.0,40.0,40.0
2019-03-23,Princess Diana Gains Guide,Back,Barbell Row,4,42,0.63,3330.0,2120.0
2019-03-23,,Back,Bent Over Rope Pulldown,4,48,0.71,3840.0,2724.0
2019-03-23,,Back,Inverted Row,4,40,1.0,40.0,40.0
2019-03-23,Princess Diana Gains Guide,Back,Pull Up,4,40,0.74,7960.0,5888.0
2019-03-23,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-03-23,Princess Diana Gains Guide,Back,Seated Back Extension,4,60,0.67,600.0,400.0
2019-03-23,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-03-23,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.655,7050.0,4624.0
2019-03-29,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,60,0.5,60.0,30.0
2019-03-29,,Abs,Decline Oblique Chop,3,60,0.5,60.0,30.0
2019-03-29,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,1,20,0.5,20.0,10.0
2019-03-29,,Abs,Med Ball Spread Eagle,3,60,0.5,60.0,30.0
2019-03-29,,Abs,Mounted Oblique Lean,2,40,0.5,40.0,20.0
2019-03-30,Princess Diana Gains Guide,Back,Barbell Row,4,40,0.75,3800.0,2848.0
2019-03-30,,Back,Bent Over EZ Bar Cable Row,4,60,0.67,4800.0,3216.0
2019-03-30,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.71,1920.0,1360.0
2019-03-30,,Back,Inverted Row,4,40,1.0,40.0,40.0
2019-03-30,Princess Diana Gains Guide,Back,Pull Up,4,40,0.75,8000.0,6000.0
2019-03-30,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-03-30,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-03-30,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.64,6900.0,4424.0
2019-04-01,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1950.0,1443.0
2019-04-01,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-04-01,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,5,40,0.696,6600.0,4587.0
2019-04-01,Princess Diana Gains Guide,Chest,Decline Cable Fly,6,30,0.6466666666666667,2850.0,1914.0
2019-04-01,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7150000000000001,1350.0,969.0
2019-04-01,,Chest,Lower Chest Bracket Pushup,8,40,1.0,40.0,40.0
2019-04-12,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,20,0.5,20.0,10.0
2019-04-12,,Abs,Decline Oblique Chop,2,40,0.5,40.0,20.0
2019-04-12,,Abs,Med Ball Spread Eagle,1,20,0.5,20.0,10.0
2019-04-13,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1950.0,1443.0
2019-04-13,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.6875,6600.0,4587.0
2019-04-13,Princess Diana Gains Guide,Chest,Decline Cable Fly,1,7,0.81,840.0,680.0
2019-04-13,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,5,40,0.68,1250.0,834.0
2019-04-13,,Chest,Lower Chest Bracket Pushup,8,40,1.0,40.0,40.0
2019-04-15,,Back,Bent Over EZ Bar Cable Row,1,15,0.58,1050.0,609.0
2019-04-15,,Back,Bent Over Rope Pulldown,4,48,0.56,3000.0,1684.0
2019-04-15,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-04-15,Princess Diana Gains Guide,Back,Pull Up,4,40,0.75,7960.0,5968.0
2019-04-15,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.68,900.0,612.0
2019-04-15,Princess Diana Gains Guide,Back,Seated Back Extension,1,8,0.79,120.0,94.0
2019-04-15,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-04-15,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.5700000000000001,6150.0,3562.0
2019-04-19,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,2,40,0.5,40.0,20.0
2019-04-19,,Abs,Mounted Oblique Lean,2,40,0.5,40.0,20.0
2019-04-22,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1940.0,1455.0
2019-04-22,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.7075,6600.0,4719.0
2019-04-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.705,1500.0,1070.0
2019-04-22,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,2,17,0.75,1615.0,1210.0
2019-04-22,Princess Diana Gains Guide,Chest,Incline Pushup,2,5,1.0,5.0,5.0
2019-04-22,,Chest,Lower Chest Bracket Pushup,5,40,1.0,40.0,40.0
2019-04-22,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,8,0.85,280.0,237.0
2019-04-27,Princess Diana Gains Guide,Back,Barbell Row,4,40,0.75,3800.0,2848.0
2019-04-27,,Back,Bent Over EZ Bar Cable Row,4,60,0.67,4800.0,3216.0
2019-04-27,,Back,Bent Over Rope Pulldown,4,48,0.61,2880.0,1756.0
2019-04-27,,Back,Bent Over Single Arm Cable Row with Twist,4,48,0.54,1440.0,776.0
2019-04-27,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-04-27,,Back,Inverted Row,4,40,1.0,40.0,40.0
2019-04-27,Princess Diana Gains Guide,Back,Pull Up,4,40,0.73,7800.0,5692.0
2019-04-27,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.45,600.0,268.0
2019-04-27,Princess Diana Gains Guide,Back,Seated Back Extension,4,60,0.53,600.0,316.0
2019-04-27,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.71,2400.0,1704.0
2019-04-27,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.56,6000.0,3360.0
2019-05-02,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-05-02,,Abs,Decline Oblique Chop,3,30,0.73,240.0,174.0
2019-05-02,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,30,0.5,30.0,15.0
2019-05-02,,Abs,Med Ball Spread Eagle,3,30,0.5,30.0,15.0
2019-05-02,,Abs,Mounted Oblique Lean,3,30,0.73,240.0,174.0
2019-05-04,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1960.0,1470.0
2019-05-04,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.7075,6600.0,4719.0
2019-05-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,5,45,0.66,1550.0,1013.0
2019-05-04,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,2,18,0.75,1710.0,1282.0
2019-05-04,Princess Diana Gains Guide,Chest,Incline Pushup,2,6,1.0,6.0,6.0
2019-05-04,,Chest,Lower Chest Bracket Pushup,5,50,1.0,50.0,50.0
2019-05-04,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,20,0.61,500.0,304.0
2019-05-06,,Back,Bent Over EZ Bar Cable Row,2,30,0.63,2550.0,1612.0
2019-05-06,,Back,Bent Over Single Arm Cable Row with Twist,2,24,0.71,960.0,680.0
2019-05-06,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2019-05-06,Princess Diana Gains Guide,Back,Pull Up,4,40,0.75,7920.0,5940.0
2019-05-06,Princess Diana Gains Guide,Back,Reverse Cable Fly,4,60,0.45,600.0,268.0
2019-05-06,Princess Diana Gains Guide,Back,Single Arm Cable Pulldown,4,48,0.6275,2520.0,1591.0
2019-05-06,Princess Diana Gains Guide,Back,Wide Lat Pulldown Supinated,4,60,0.61,6600.0,4024.0
2019-05-08,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,0.5,30.0,15.0
2019-05-08,,Abs,Decline Oblique Chop,3,30,0.75,360.0,270.0
2019-05-08,,Abs,Med Ball Spread Eagle,3,30,0.5,30.0,15.0
